Expected,Predicted,Content
DEFAULT,COMPLAINT,well that's the problem the request was closed saying it's updated but the no wasn't in the system i had to resubmit the docs
DEFAULT,COMPLAINT,they say they r helpless it is with central team which does reversal closure they will do it in sequence no time commited
DEFAULT,COMPLAINT,how come there a glitch everytime this is third time it has happened to me can't bear more than this
DEFAULT,REQUEST,recieving a message you are not authorized to view the page kotaknetbankingdown
DEFAULT,COMPLAINT,still working on d issue guys r u awake frm sep m chasing u don u understand dumbo lazy banksocial
DEFAULT,COMPLAINT,i hope you are able to help and ensure i don't suffer not cause the customer service the dept and the branch didn't care
DEFAULT,COMPLAINT,customer ser executive says that this is how the bank works we close queries it's customers responsibility to follow up
DEFAULT,COMPLAINT,is net banking down
DEFAULT,COMPLAINT,months srs to update my number and both times close the query saying updated i call back num not updated
DEFAULT,REQUEST,why is the net banking so slow
DEFAULT,MISCEALLANEOUS,error message i hv sent by dm
DEFAULT,COMPLAINT,not able to login to netbanking
DEFAULT,COMPLAINT,certainly everyone is unhappy with the service from kotak mahindra bank
DEFAULT,COMPLAINT,your netbanking is down and so is your call centre what's happening
DEFAULT,COMPLAINT,ing vysya merged to kmb consequently all the customers are put in trouble even day to day transactions have become a big task
DEFAULT,REQUEST,pls revert
DEFAULT,COMPLAINT,can't login account can't understand what's issue how am i suppose to do daily transactions
DEFAULT,COMPLAINT,worst customer service ever after calling for nth time on helpline i could reach your representative and call disconnected
DEFAULT,REQUEST,looting customers in the name of travel card hoping for someone to help out
DEFAULT,COMPLAINT,why should i begged for my deposite in klife every year its my money should get on my requirement
DEFAULT,COMPLAINT,th day of twitter followup th day of branch request no reversal closure executed will anyone own it
DEFAULT,COMPLIMENT,thnk u issue resolved
DEFAULT,REQUEST,waiting
DEFAULT,COMPLAINT,rs has been debited from my account under chrg:cw fee times yesterday total rs
DEFAULT,MISCEALLANEOUS,will be awaited
DEFAULT,SUGGESTION,oh you do reply i thought u only duck n hide yes the amt is credited now hope u usd it well last days
DEFAULT,COMPLAINT,i hv applied for kotak bank add on card but there is no status of the application
DEFAULT,COMPLAINT,why are you not responding have you finally accepted that you were a part of the fraud cheaters
DEFAULT,COMPLAINT,i want my money back how could you pass a cheque without proper scrutiny
DEFAULT,COMPLAINT,feeling cheated unsafe banking need help
DEFAULT,COMPLAINT,don't you have a bank fraud policy liability is totally and only on you to get this right
DEFAULT,COMPLAINT,want to get your money stolen abused n ignored open an a c wth
DEFAULT,COMPLAINT,every month i am getting emails regarding car loan on my email id bijujoseph com i don't have account with kotak
DEFAULT,COMPLAINT,what about return
DEFAULT,REQUEST,its almost a week now and you guys have not taken any action yet his is frustrating i need date by when i will get my money
DEFAULT,COMPLAINT,so now you will put ur team into this till now you were waiting for my tweet right
DEFAULT,MISCEALLANEOUS,yes they called and told it'll take another days to process on top of + months
DEFAULT,MISCEALLANEOUS,[sr: ] your banking operations with kotak mahindra bank ltd details of complaint but no use
DEFAULT,COMPLAINT,ing vysya was best but you people ruined it
DEFAULT,COMPLAINT,no thanks i will close my account there are another options availble of kotak you people are charging each thing
DEFAULT,COMPLAINT,very very poor service from kotak bank near by deducted as per new account opening why
DEFAULT,COMPLAINT,how much you people loot im ready to close account and surrender my credit card im no more interested in your service
DEFAULT,COMPLAINT,im not happy with you people's service im getting this notice should i close my accout from kotak
DEFAULT,REQUEST,when i give a request branch then the spelling should be correct or not
DEFAULT,MISCEALLANEOUS,online updating is only for them who have adhar card
DEFAULT,REQUEST,i gave a request at branch which was done but with incorrect city spelling did you understand my problem
DEFAULT,SUGGESTION,learn something from competition
DEFAULT,COMPLAINT,was faked by one of your agent to open an ace account and have been experiencing nightmares
DEFAULT,COMPLAINT,please learn how serve customer when you ask them to open ace account learn from icici how they treat privilege customers
DEFAULT,COMPLAINT,i gave a address update request my city is shown as kolk instead of kolkata cust care is not helping whom to contact
DEFAULT,COMPLAINT,i am very sorry to inform you that i had a very bad experience with house loan account no
DEFAULT,MISCEALLANEOUS,dellemcforum awards for it transformation goes to
DEFAULT,MISCEALLANEOUS,dellemcforum awards for it transformation goes to
DEFAULT,COMPLAINT,again same process why my earlier request was cancelled n by whom can you clarify will this time the issue i'll be resolved
DEFAULT,COMPLAINT,this is what u are telling from weeks god know where ur relevant team is
DEFAULT,COMPLAINT,dont regret for something for which you r helpless regret for the policies
DEFAULT,COMPLAINT,your bank will be worse and worse bank ever will try my bst no join ur bank in future kone kone se lutte kotak
DEFAULT,REQUEST,please inform regarding the discontinued myrewards program of erstwhile vysya bank account holders
DEFAULT,REQUEST,hi i want to close down my kotak credit card what's the procedure
DEFAULT,COMPLAINT,i dnt undrstd wht d hel u gys did i lst dys evrytym u cm up wid sme msg we r wrking nvr bnk wid kotak bunch of idiots
DEFAULT,COMPLAINT,now it's been rd week of no action tired of hearing dat your grievance team is working on itbadservice kotak
DEFAULT,COMPLAINT,i made a request for new credit card on my new address which bank is not able to deliver call me will explain
DEFAULT,REQUEST,how many times you will say the same words that bear with us please understand others problem also i need my money urgently
DEFAULT,COMPLAINT,want to open an acct customer service telling they trying to call me but whatever calls i got they marked as spam by others
DEFAULT,COMPLAINT,dear mr kotak i blv kbm isnt willing to support my request suggest hw i shd deal with kmb its over months nw
DEFAULT,COMPLAINT,i would sugest evry nvr to bnk wid kotak wrst servce evr nt evn a sngle ack in last days kotak sucks
DEFAULT,COMPLAINT,give me some reliable responsible person's number whom i can speak to yr branch people also never came back to me
DEFAULT,COMPLIMENT,: thanks
DEFAULT,COMPLAINT,finnaly i m movng to othr optn u cn be happy with ur own bank don't waste othr's tym if u r nt able to serve thm
DEFAULT,COMPLIMENT,sure
DEFAULT,COMPLAINT,i was in touch with mr sandeep day but from last one week there is no response if u r nt intrested u cn tell directly
DEFAULT,COMPLAINT,i trid to opn a nre account in up i got a call frm lucknow brch bt aftr a sertain point i didn't get any reponse frm them
DEFAULT,COMPLAINT,plz ask yr people to speak to me now u guys r wastin my time levying interest and mentally torturing me
DEFAULT,COMPLAINT,is it so difficult to help yr customers to correct their cibil that too bcz your own bank delayed the pdcs
DEFAULT,COMPLAINT,till nw im keepin a lot f patience nw i wl hav to use stern words openly i hope rbi yr top mgt is reading all mails tweets
DEFAULT,REQUEST,foreclosure is for closing the loan letter to cibil is to correct my score whc got dented bcz f kmb
DEFAULT,REQUEST,i have mentioned in all my mails tweets and to yr customer care as wll plz check
DEFAULT,REQUEST,again i need a letter for rectification of cibil score i will foreclose but not without it
DEFAULT,COMPLAINT,kindly ask some decision maker of kmb to discuss the probs guess english is really hard for kmb to understand
DEFAULT,COMPLAINT,i hav recvd the foreclosure nly and there is no letter with it
DEFAULT,REQUEST,i wl foreclose plz dnt worry on that but i need a letter for cibil to rectify kmb's blunders i hv to get my score correctd
DEFAULT,COMPLAINT,i dont understand if you are unable to understand my request im askin for a letter to be sent to cibil
DEFAULT,SUGGESTION,startup funding: applying for a bank loan here is what you need to know
DEFAULT,SUGGESTION,startup funding: applying for a bank loan here is what you need to know
DEFAULT,COMPLAINT,the passwd reset mechanism is just plain downright lousy having reset it doesnt work rd day still struggling : banking
DEFAULT,COMPLAINT,since this morning inr cw fee is debiting from my acc each hour support not exist
DEFAULT,MISCEALLANEOUS,i did not recv any email today
DEFAULT,COMPLAINT,another day passed without any development in every tweet you say team is working there is no progress by eod
DEFAULT,MISCEALLANEOUS,goodbye
DEFAULT,COMPLAINT,ur nri relationship mgr washed hands off my month old complaint ref no cxfail customerservicefail
DEFAULT,REQUEST,how i trust u similar stmt u have been making for the past months i just want to know the max time u wil tak it
